atp_key,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,w_ln,l_ln
87,2010-1536,Madrid Masters,Clay,56,M,20100509,29,104918,3,,Andy Murray,R,190,GBR,22.98699521,4,5565,103428,,Q,Juan Ignacio Chela,R,190,ARG,30.69404517,51,839,6-3 6-3,3,R32,73,5,1,43,19,17,14,9,0,2,0,2,67,47,22,8,9,6,11,Murray,Ignacio Chela
88,2010-1536,Madrid Masters,Clay,56,M,20100509,30,103812,,,Victor Hanescu,R,198,ROU,28.80219028,38,1105,103926,,Q,Daniel Munoz De La Nava,L,,ESP,28.27652293,315,134,6-0 4-6 6-3,3,R32,102,7,1,76,59,44,9,13,4,6,2,3,66,39,25,11,12,4,9,Hanescu,Munoz De La Nava
89,2010-1536,Madrid Masters,Clay,56,M,20100509,31,103970,9,,David Ferrer,R,175,ESP,28.10403833,12,2695,104571,,,Marcos Baghdatis,R,183,CYP,24.89527721,28,1415,1-6 6-3 7-5,3,R32,158,2,1,99,67,41,17,14,13,17,8,1,106,48,32,27,14,12,16,Ferrer,Baghdatis
90,2010-1536,Madrid Masters,Clay,56,M,20100509,32,105227,8,,Marin Cilic,R,198,CRO,21.61259411,11,2900,104724,,,Eduardo Schwank,R,183,ARG,24.04654346,52,825,6-3 6-0,3,R32,66,5,0,53,26,21,14,8,3,4,1,6,44,21,10,7,7,3,8,Cilic,Schwank
91,2010-1536,Madrid Masters,Clay,56,M,20100509,33,104269,6,,Fernando Verdasco,L,188,ESP,26.48323066,9,3735,103333,,,Ivo Karlovic,R,208,CRO,31.19507187,36,1295,7-6(5) 6-3,3,R32,99,7,2,67,56,46,6,11,2,2,11,1,74,49,35,14,10,2,3,Verdasco,Karlovic
92,2010-1536,Madrid Masters,Clay,56,M,20100509,34,103781,,,Jurgen Melzer,L,183,AUT,28.96646133,30,1360,103888,,LL,Mardy Fish,R,188,USA,28.41615332,98,540,3-6 6-1 6-4,3,R32,99,4,2,72,40,30,19,13,0,1,8,2,74,41,30,19,13,1,4,Melzer,Fish
93,2010-1536,Madrid Masters,Clay,56,M,20100509,35,104338,,,Juan Monaco,R,185,ARG,26.11362081,27,1425,105064,16,,Thomaz Bellucci,L,188,BRA,22.36002738,26,1457,6-2 6-2,3,R32,71,0,0,50,37,24,10,8,3,4,1,4,52,26,14,11,8,8,13,Monaco,Bellucci
94,2010-1536,Madrid Masters,Clay,56,M,20100509,36,104597,,,Nicolas Almagro,R,183,ESP,24.71731691,35,1315,104417,4,,Robin Soderling,R,193,SWE,25.7357974,7,4805,6-4 7-5,3,R32,102,8,0,71,40,27,18,11,4,6,4,2,73,39,27,13,11,9,13,Almagro,Soderling
95,2010-1536,Madrid Masters,Clay,56,M,20100509,37,104198,,,Guillermo Garcia Lopez,R,188,ESP,26.93223819,39,1104,104542,7,,Jo Wilfried Tsonga,R,188,FRA,25.06228611,10,3220,6-2 RET,3,R32,40,1,0,24,16,9,6,4,5,6,0,4,24,14,6,3,4,3,6,Garcia Lopez,Wilfried Tsonga
96,2010-1536,Madrid Masters,Clay,56,M,20100509,38,104792,12,,Gael Monfils,R,193,FRA,23.68788501,18,2040,104332,,,Philipp Petzschner,R,185,GER,26.12731006,42,995,1-1 RET,3,R32,11,0,2,8,4,2,1,1,0,1,0,0,9,8,3,0,1,0,1,Monfils,Petzschner
97,2010-1536,Madrid Masters,Clay,56,M,20100509,39,104545,13,,John Isner,R,206,USA,25.03764545,19,1800,105053,,Q,Santiago Giraldo,R,188,COL,22.45037645,59,764,1-6 7-6(6) 6-2,3,R32,115,22,3,110,77,48,16,14,11,14,1,0,75,59,42,9,13,2,4,Isner,Giraldo
98,2010-1536,Madrid Masters,Clay,56,M,20100509,40,104745,2,,Rafael Nadal,L,185,ESP,23.93429158,3,6480,105238,,Q,Alexandr Dolgopolov,R,180,UKR,21.50308008,62,734,6-4 6-3,3,R32,87,0,2,68,52,37,9,9,1,1,3,0,59,33,22,13,10,1,4,Nadal,Dolgopolov
99,2010-1536,Madrid Masters,Clay,56,M,20100509,41,103819,1,,Roger Federer,R,185,SUI,28.75290897,1,10430,104527,15,,Stanislas Wawrinka,R,183,SUI,25.11704312,23,1600,6-3 6-1,3,R16,69,6,1,41,26,22,8,8,0,1,3,1,64,44,21,8,8,6,11,Federer,Wawrinka
100,2010-1536,Madrid Masters,Clay,56,M,20100509,42,105208,,,Ernests Gulbis,R,190,LAT,21.69199179,34,1324,103852,,,Feliciano Lopez,L,188,ESP,28.63518138,32,1340,6-2 7-6(0),3,R16,94,9,2,59,43,35,10,10,3,3,6,3,73,48,32,9,10,10,12,Gulbis,Lopez
101,2010-1536,Madrid Masters,Clay,56,M,20100509,43,104918,3,,Andy Murray,R,190,GBR,22.98699521,4,5565,103812,,,Victor Hanescu,R,198,ROU,28.80219028,38,1105,6-2 6-1,3,R16,70,4,0,45,26,22,12,8,2,2,1,1,52,37,19,5,7,4,8,Murray,Hanescu
102,2010-1536,Madrid Masters,Clay,56,M,20100509,44,103970,9,,David Ferrer,R,175,ESP,28.10403833,12,2695,105227,8,,Marin Cilic,R,198,CRO,21.61259411,11,2900,6-3 6-2,3,R16,71,3,0,47,34,30,7,9,3,3,1,1,48,31,14,11,8,0,3,Ferrer,Cilic
103,2010-1536,Madrid Masters,Clay,56,M,20100509,45,103781,,,Jurgen Melzer,L,183,AUT,28.96646133,30,1360,104269,6,,Fernando Verdasco,L,188,ESP,26.48323066,9,3735,7-5 6-3,3,R16,116,4,4,79,47,33,13,10,9,12,1,5,69,44,24,8,11,7,13,Melzer,Verdasco
104,2010-1536,Madrid Masters,Clay,56,M,20100509,46,104597,,,Nicolas Almagro,R,183,ESP,24.71731691,35,1315,104338,,,Juan Monaco,R,185,ARG,26.11362081,27,1425,6-4 6-1,3,R16,68,7,0,48,29,24,11,8,1,1,2,3,51,36,23,2,9,1,5,Almagro,Monaco
105,2010-1536,Madrid Masters,Clay,56,M,20100509,47,104792,12,,Gael Monfils,R,193,FRA,23.68788501,18,2040,104198,,,Guillermo Garcia Lopez,R,188,ESP,26.93223819,39,1104,7-6(5) 6-4,3,R16,130,3,1,86,60,44,15,11,6,6,1,2,98,67,41,20,11,15,16,Monfils,Garcia Lopez
106,2010-1536,Madrid Masters,Clay,56,M,20100509,48,104745,2,,Rafael Nadal,L,185,ESP,23.93429158,3,6480,104545,13,,John Isner,R,206,USA,25.03764545,19,1800,7-5 6-4,3,R16,87,1,0,52,34,29,15,11,0,0,11,0,66,43,33,11,11,0,2,Nadal,Isner
107,2010-1536,Madrid Masters,Clay,56,M,20100509,49,103819,1,,Roger Federer,R,185,SUI,28.75290897,1,10430,105208,,,Ernests Gulbis,R,190,LAT,21.69199179,34,1324,3-6 6-1 6-4,3,QF,113,6,2,80,56,39,13,13,4,6,6,1,79,51,31,15,13,1,5,Federer,Gulbis
108,2010-1536,Madrid Masters,Clay,56,M,20100509,50,103970,9,,David Ferrer,R,175,ESP,28.10403833,12,2695,104918,3,,Andy Murray,R,190,GBR,22.98699521,4,5565,7-5 6-3,3,QF,131,0,1,80,69,45,5,11,6,8,10,2,100,50,34,19,10,11,15,Ferrer,Murray
109,2010-1536,Madrid Masters,Clay,56,M,20100509,51,104597,,,Nicolas Almagro,R,183,ESP,24.71731691,35,1315,103781,,,Jurgen Melzer,L,183,AUT,28.96646133,30,1360,6-3 6-1,3,QF,58,6,2,42,27,23,10,8,0,0,0,2,50,33,20,7,8,3,7,Almagro,Melzer
110,2010-1536,Madrid Masters,Clay,56,M,20100509,52,104745,2,,Rafael Nadal,L,185,ESP,23.93429158,3,6480,104792,12,,Gael Monfils,R,193,FRA,23.68788501,18,2040,6-1 6-3,3,QF,78,1,1,41,30,27,6,8,2,2,3,7,67,36,24,10,8,4,8,Nadal,Monfils
111,2010-1536,Madrid Masters,Clay,56,M,20100509,53,103819,1,,Roger Federer,R,185,SUI,28.75290897,1,10430,103970,9,,David Ferrer,R,175,ESP,28.10403833,12,2695,7-5 3-6 6-3,3,SF,126,8,2,81,49,42,19,15,3,4,3,3,101,58,37,27,15,7,9,Federer,Ferrer
112,2010-1536,Madrid Masters,Clay,56,M,20100509,54,104745,2,,Rafael Nadal,L,185,ESP,23.93429158,3,6480,104597,,,Nicolas Almagro,R,183,ESP,24.71731691,35,1315,4-6 6-2 6-2,3,SF,136,1,1,70,45,35,9,13,3,6,5,3,90,48,33,15,13,6,12,Nadal,Almagro
113,2010-1536,Madrid Masters,Clay,56,M,20100509,55,104745,2,,Rafael Nadal,L,185,ESP,23.93429158,3,6480,103819,1,,Roger Federer,R,185,SUI,28.75290897,1,10430,6-4 7-6(5),3,F,131,2,2,81,59,32,14,11,8,11,9,0,88,59,35,14,11,7,11,Nadal,Federer
114,2010-5053,Belgrade,Clay,28,A,20100503,1,104926,,,Fabio Fognini,R,178,ITA,22.9431896,80,630,105015,,Q,Franco Skugor,R,193,CRO,22.61738535,461,67,6-3 6-1,3,R32,66,3,1,40,26,18,10,8,0,1,2,3,50,21,16,7,8,1,6,Fognini,Skugor
115,2010-5053,Belgrade,Clay,28,A,20100503,2,105936,,WC,Filip Krajinovic,R,185,SRB,18.17932923,319,132,105539,,Q,Evgeny Donskoy,R,185,RUS,19.9835729,352,105,5-7 7-6(7) 6-1,3,R32,139,7,3,103,71,54,14,16,1,5,4,2,96,50,31,25,15,5,10,Krajinovic,Donskoy
116,2010-5053,Belgrade,Clay,28,A,20100503,3,104547,,,Horacio Zeballos,L,188,ARG,25.01574264,52,848,105166,,LL,Peter Polansky,R,180,CAN,21.88090349,206,226,2-6 6-4 7-6(2),3,R32,129,5,1,95,53,39,21,15,0,4,2,4,97,57,41,18,15,6,9,Zeballos,Polansky
117,2010-5053,Belgrade,Clay,28,A,20100503,4,105095,,,Evgeny Korolev,R,185,KAZ,22.21492129,73,680,103188,,,Michael Russell,R,173,USA,32.0054757,74,667,6-1 6-0,3,R32,55,3,4,43,21,15,13,6,4,4,1,1,42,25,8,6,7,3,9,Korolev,Russell
118,2010-5053,Belgrade,Clay,28,A,20100503,5,104214,,,Igor Andreev,R,185,RUS,26.80355921,50,860,104882,,,Blaz Kavcic,R,188,SLO,23.16221766,101,541,6-3 6-2,3,R32,85,1,3,47,25,20,13,9,2,3,1,6,62,41,24,7,8,6,10,Andreev,Kavcic
119,2010-5053,Belgrade,Clay,28,A,20100503,6,103333,5,,Ivo Karlovic,R,208,CRO,31.17590691,33,1340,105583,,WC,Dusan Lajovic,R,180,SRB,19.84120465,530,50,7-6(4) 6-4,3,R32,87,10,2,64,41,33,15,11,2,3,4,2,65,37,28,16,11,2,4,Karlovic,Lajovic
120,2010-5053,Belgrade,Clay,28,A,20100503,7,104678,6,,Viktor Troicki,R,193,SRB,24.22450376,39,1075,103868,,,Ivan Navarro,R,183,ESP,28.53661875,107,484,6-4 6-0,3,R32,67,4,1,46,27,21,13,8,1,1,0,3,50,29,16,9,8,1,5,Troicki,Navarro
121,2010-5053,Belgrade,Clay,28,A,20100503,8,103722,,,Florent Serra,R,180,FRA,29.17453799,64,745,103971,,,Karol Beck,R,180,SVK,28.08213552,87,601,6-3 6-3,3,R32,66,3,0,54,33,26,11,9,2,3,1,6,60,27,16,15,9,3,7,Serra,Beck
122,2010-5053,Belgrade,Clay,28,A,20100503,9,103035,,Q,Alessio Di Mauro,L,185,ITA,32.73100616,257,177,105831,,WC,Marko Djokovic,U,,SRB,18.70225873,,,6-7(5) 7-5 6-0,3,R32,146,6,4,96,48,37,23,15,4,7,2,4,107,63,34,21,15,5,12,Di Mauro,Djokovic
123,2010-5053,Belgrade,Clay,28,A,20100503,10,104312,8,,Andreas Seppi,R,190,ITA,26.19575633,47,885,104919,,,Leonardo Mayer,R,188,ARG,22.96783025,63,747,2-6 6-1 6-4,3,R32,127,1,1,79,57,35,9,12,4,9,1,7,103,62,29,20,13,6,13,Seppi,Mayer
124,2010-5053,Belgrade,Clay,28,A,20100503,11,104755,,,Richard Gasquet,R,185,FRA,23.87405886,86,605,103694,,,Olivier Rochus,R,168,BEL,29.28678987,59,769,6-0 6-1,3,R32,55,6,0,39,25,18,12,7,0,0,1,1,37,21,10,4,6,4,9,Gasquet,Rochus
125,2010-5053,Belgrade,Clay,28,A,20100503,12,104721,,,Josselin Ouanna,R,193,FRA,24.05201917,129,395,104262,,Q,Flavio Cipolla,R,173,ITA,26.53524983,212,216,6-3 6-1,3,R32,70,6,4,45,24,19,14,8,0,0,2,3,62,44,23,8,8,3,7,Ouanna,Cipolla
126,2010-5053,Belgrade,Clay,28,A,20100503,13,104925,1,,Novak Djokovic,R,188,SRB,22.9486653,2,6970,104926,,,Fabio Fognini,R,178,ITA,22.9431896,80,630,6-4 6-4,3,R16,91,0,4,63,38,21,12,10,2,6,3,6,64,36,20,10,10,3,9,Djokovic,Fognini
127,2010-5053,Belgrade,Clay,28,A,20100503,14,105936,,WC,Filip Krajinovic,R,185,SRB,18.17932923,319,132,104547,,,Horacio Zeballos,L,188,ARG,25.01574264,52,848,6-3 1-6 7-6(5),3,R16,147,1,3,95,61,41,18,14,5,9,7,3,117,67,44,25,14,10,13,Krajinovic,Zeballos
128,2010-5053,Belgrade,Clay,28,A,20100503,15,105023,3,,Sam Querrey,R,198,USA,22.57084189,22,1610,105095,,,Evgeny Korolev,R,185,KAZ,22.21492129,73,680,6-3 6-4,3,R16,71,7,5,56,41,32,7,10,2,3,4,2,58,26,16,16,9,3,6,Querrey,Korolev
129,2010-5053,Belgrade,Clay,28,A,20100503,16,104214,,,Igor Andreev,R,185,RUS,26.80355921,50,860,103333,5,,Ivo Karlovic,R,208,CRO,31.17590691,33,1340,6-4 7-5,3,R16,87,3,4,60,34,28,17,11,0,0,9,3,70,39,32,13,11,2,4,Andreev,Karlovic
130,2010-5053,Belgrade,Clay,28,A,20100503,17,104678,6,,Viktor Troicki,R,193,SRB,24.22450376,39,1075,103722,,,Florent Serra,R,180,FRA,29.17453799,64,745,6-0 6-1,3,R16,41,6,2,29,17,16,8,6,0,0,0,4,40,21,8,4,7,4,10,Troicki,Serra
131,2010-5053,Belgrade,Clay,28,A,20100503,18,104527,4,,Stanislas Wawrinka,R,183,SUI,25.09787817,23,1600,103035,,Q,Alessio Di Mauro,L,185,ITA,32.73100616,257,177,6-1 6-4,3,R16,77,6,2,49,20,17,20,9,2,2,1,1,71,45,24,14,8,10,13,Wawrinka,Di Mauro
132,2010-5053,Belgrade,Clay,28,A,20100503,19,104755,,,Richard Gasquet,R,185,FRA,23.87405886,86,605,104312,8,,Andreas Seppi,R,190,ITA,26.19575633,47,885,4-6 6-2 7-5,3,R16,143,6,3,90,49,34,27,15,2,4,0,2,98,63,44,15,15,6,10,Gasquet,Seppi
133,2010-5053,Belgrade,Clay,28,A,20100503,20,104545,2,,John Isner,R,206,USA,25.01848049,21,1663,104721,,,Josselin Ouanna,R,193,FRA,24.05201917,129,395,6-2 6-4,3,R16,52,16,2,49,33,28,10,9,1,1,2,1,48,29,19,9,9,3,6,Isner,Ouanna
134,2010-5053,Belgrade,Clay,28,A,20100503,21,105936,,WC,Filip Krajinovic,R,185,SRB,18.17932923,319,132,104925,1,,Novak Djokovic,R,188,SRB,22.9486653,2,6970,6-4 RET,3,QF,40,1,2,26,14,9,8,5,0,1,0,1,43,27,15,8,5,7,9,Krajinovic,Djokovic
135,2010-5053,Belgrade,Clay,28,A,20100503,22,105023,3,,Sam Querrey,R,198,USA,22.57084189,22,1610,104214,,,Igor Andreev,R,185,RUS,26.80355921,50,860,6-3 2-6 6-4,3,QF,101,7,3,76,43,33,18,14,2,5,4,4,87,47,33,20,13,7,10,Querrey,Andreev
136,2010-5053,Belgrade,Clay,28,A,20100503,23,104527,4,,Stanislas Wawrinka,R,183,SUI,25.09787817,23,1600,104678,6,,Viktor Troicki,R,193,SRB,24.22450376,39,1075,7-5 6-7(3) 7-6(6),3,QF,205,4,4,127,75,55,32,18,5,5,4,2,131,75,57,31,18,6,7,Wawrinka,Troicki
137,2010-5053,Belgrade,Clay,28,A,20100503,24,104545,2,,John Isner,R,206,USA,25.01848049,21,1663,104755,,,Richard Gasquet,R,185,FRA,23.87405886,86,605,2-6 7-6(6) 6-3,3,QF,160,20,2,119,76,54,20,15,9,12,5,4,90,53,38,22,14,3,5,Isner,Gasquet
138,2010-5053,Belgrade,Clay,28,A,20100503,25,105023,3,,Sam Querrey,R,198,USA,22.57084189,22,1610,105936,,WC,Filip Krajinovic,R,185,SRB,18.17932923,319,132,6-1 6-2,3,SF,51,8,1,46,27,25,10,8,2,2,2,2,41,27,12,6,7,0,4,Querrey,Krajinovic
139,2010-5053,Belgrade,Clay,28,A,20100503,26,104545,2,,John Isner,R,206,USA,25.01848049,21,1663,104527,4,,Stanislas Wawrinka,R,183,SUI,25.09787817,23,1600,7-5 7-5,3,SF,88,9,2,66,49,41,9,12,2,2,4,3,68,47,37,9,12,1,3,Isner,Wawrinka
140,2010-5053,Belgrade,Clay,28,A,20100503,27,105023,3,,Sam Querrey,R,198,USA,22.57084189,22,1610,104545,2,,John Isner,R,206,USA,25.01848049,21,1663,3-6 7-6(4) 6-4,3,F,116,11,6,89,47,40,24,15,4,6,13,2,105,63,48,23,16,5,7,Querrey,Isner
141,2010-717,Houston,Clay,28,A,20100405,1,104731,,Q,Kevin Anderson,R,203,RSA,23.88227242,108,499,105385,,WC,Donald Young,L,183,USA,20.7008898,141,355,7-5 6-3,3,R32,81,2,3,49,33,30,8,10,1,2,2,3,83,51,33,12,11,2,6,Anderson,Young
142,2010-717,Houston,Clay,28,A,20100405,2,104534,,,Dudi Sela,R,175,ISR,25.00205339,69,683,105028,,,Jesse Levine,L,175,CAN,22.47227926,110,477,6-4 7-6(6),3,R32,106,0,4,72,38,27,14,11,3,7,2,4,83,43,28,14,11,7,12,Sela,Levine
143,2010-717,Houston,Clay,28,A,20100405,3,104547,6,,Horacio Zeballos,L,188,ARG,24.93908282,54,801,103758,,,Taylor Dent,R,188,USA,28.94729637,104,519,6-3 RET,3,R32,37,2,0,24,12,6,8,4,2,3,4,6,45,30,16,6,5,5,8,Zeballos,Dent
144,2010-717,Houston,Clay,28,A,20100405,4,104500,,LL,Somdev Devvarman,R,180,IND,25.13894593,116,455,103851,,Q,Conor Niland,R,185,IRL,28.54209446,228,202,6-4 6-2,3,R32,85,5,0,49,30,24,10,9,0,1,3,6,56,35,24,6,9,1,5,Devvarman,Niland
145,2010-717,Houston,Clay,28,A,20100405,5,103428,,,Juan Ignacio Chela,R,190,ARG,30.5982204,82,609,104330,,,Rajeev Ram,R,193,USA,26.04791239,85,593,6-2 3-0 RET,3,R32,44,0,0,26,20,15,6,5,1,1,0,1,35,18,8,6,6,1,5,Ignacio Chela,Ram
146,2010-717,Houston,Clay,28,A,20100405,6,104724,7,,Eduardo Schwank,R,183,ARG,23.95071869,61,733,103228,,,Marcos Daniel,R,180,BRA,31.75359343,111,477,6-3 6-2,3,R32,71,5,1,50,37,32,6,9,2,2,3,4,50,29,20,7,8,7,10,Schwank,Daniel
147,2010-717,Houston,Clay,28,A,20100405,7,104976,,Q,Ryan Sweeting,R,196,USA,22.72689938,150,330,105095,5,,Evgeny Korolev,R,185,KAZ,22.13826146,60,760,6-3 4-6 6-2,3,R32,115,7,5,81,49,36,16,14,4,7,3,4,92,45,29,21,13,4,9,Sweeting,Korolev
148,2010-717,Houston,Clay,28,A,20100405,8,103454,,,Nicolas Massu,R,183,CHI,30.48596851,94,543,104999,,,Mischa Zverev,L,190,GER,22.6201232,86,574,6-4 6-2,3,R32,90,3,4,55,38,26,10,9,5,7,0,2,56,44,21,5,9,4,9,Massu,Zverev
149,2010-717,Houston,Clay,28,A,20100405,9,104882,,,Blaz Kavcic,R,188,SLO,23.08555784,100,529,104797,,,Denis Istomin,R,188,UZB,23.57563313,79,618,6-3 4-6 6-3,3,R32,128,0,5,77,43,30,22,14,0,2,4,1,82,48,31,17,14,3,7,Kavcic,Istomin
150,2010-717,Houston,Clay,28,A,20100405,10,105062,,,Mikhail Kukushkin,R,183,KAZ,22.275154,131,403,103676,,LL,Michael Yani,R,185,USA,29.25941136,149,335,6-1 7-5,3,R32,93,5,2,71,39,30,15,10,3,4,1,5,58,30,21,8,9,3,7,Kukushkin,Yani
151,2010-717,Houston,Clay,28,A,20100405,11,104639,,,Wayne Odesnik,L,180,USA,24.36960986,103,524,105668,,WC,Jerzy Janowicz,R,203,POL,19.39219713,293,149,6-3 6-4,3,R32,105,1,2,64,38,26,16,10,3,4,1,6,80,49,30,14,9,7,10,Odesnik,Janowicz
152,2010-717,Houston,Clay,28,A,20100405,12,103598,,,Xavier Malisse,R,185,BEL,29.71115674,89,572,105194,,Q,Nick Lindahl,R,183,AUS,21.67830253,210,214,6-3 7-5,3,R32,94,4,4,89,36,31,23,11,7,8,1,3,52,29,22,11,10,1,4,Malisse,Lindahl
153,2010-717,Houston,Clay,28,A,20100405,13,103602,1,,Fernando Gonzalez,R,183,CHI,29.68377823,11,2880,104731,,Q,Kevin Anderson,R,203,RSA,23.88227242,108,499,6-4 4-6 6-4,3,R16,115,2,3,89,58,43,20,15,4,5,2,3,77,53,42,14,15,0,2,Gonzalez,Anderson
154,2010-717,Houston,Clay,28,A,20100405,14,104547,6,,Horacio Zeballos,L,188,ARG,24.93908282,54,801,104534,,,Dudi Sela,R,175,ISR,25.00205339,69,683,6-3 6-2,3,R16,54,3,2,43,32,31,5,9,0,0,3,4,44,27,19,5,8,1,4,Zeballos,Sela
155,2010-717,Houston,Clay,28,A,20100405,15,103720,4,,Lleyton Hewitt,R,180,AUS,29.10882957,27,1540,104500,,LL,Somdev Devvarman,R,180,IND,25.13894593,116,455,1-6 6-0 7-6(2),3,R16,114,2,3,75,45,32,12,12,2,7,1,3,73,42,22,14,13,1,7,Hewitt,Devvarman
156,2010-717,Houston,Clay,28,A,20100405,16,103428,,,Juan Ignacio Chela,R,190,ARG,30.5982204,82,609,104724,7,,Eduardo Schwank,R,183,ARG,23.95071869,61,733,6-1 6-7(5) 6-1,3,R16,122,4,5,83,46,31,23,12,6,7,0,6,90,59,28,16,14,4,11,Ignacio Chela,Schwank
157,2010-717,Houston,Clay,28,A,20100405,17,103454,,,Nicolas Massu,R,183,CHI,30.48596851,94,543,104976,,Q,Ryan Sweeting,R,196,USA,22.72689938,150,330,6-7(5) 7-6(3) 6-4,3,R16,205,2,4,123,90,59,13,17,8,14,1,3,127,92,51,17,17,7,14,Massu,Sweeting
158,2010-717,Houston,Clay,28,A,20100405,18,105023,3,,Sam Querrey,R,198,USA,22.49418207,25,1610,104882,,,Blaz Kavcic,R,188,SLO,23.08555784,100,529,6-2 6-1,3,R16,60,6,4,47,29,25,9,8,1,1,1,4,48,24,11,13,7,2,6,Querrey,Kavcic
159,2010-717,Houston,Clay,28,A,20100405,19,104639,,,Wayne Odesnik,L,180,USA,24.36960986,103,524,105062,,,Mikhail Kukushkin,R,183,KAZ,22.275154,131,403,6-1 7-5,3,R16,111,2,6,64,37,26,17,10,7,8,0,0,75,45,27,12,9,12,16,Odesnik,Kukushkin
160,2010-717,Houston,Clay,28,A,20100405,20,103598,,,Xavier Malisse,R,185,BEL,29.71115674,89,572,104545,2,,John Isner,R,206,USA,24.94182067,21,1728,7-6(3) 6-7(7) 7-6(3),3,R16,156,9,3,114,67,55,26,18,1,3,14,5,126,86,59,24,18,5,7,Malisse,Isner
161,2010-717,Houston,Clay,28,A,20100405,21,104547,6,,Horacio Zeballos,L,188,ARG,24.93908282,54,801,103602,1,,Fernando Gonzalez,R,183,CHI,29.68377823,11,2880,6-4 6-4,3,QF,89,4,3,69,43,31,17,10,6,6,6,2,61,35,24,15,10,5,7,Zeballos,Gonzalez
162,2010-717,Houston,Clay,28,A,20100405,22,103428,,,Juan Ignacio Chela,R,190,ARG,30.5982204,82,609,103720,4,,Lleyton Hewitt,R,180,AUS,29.10882957,27,1540,6-4 6-3,3,QF,72,3,3,46,32,23,8,9,0,2,1,4,57,35,19,8,10,3,8,Ignacio Chela,Hewitt
163,2010-717,Houston,Clay,28,A,20100405,23,105023,3,,Sam Querrey,R,198,USA,22.49418207,25,1610,103454,,,Nicolas Massu,R,183,CHI,30.48596851,94,543,6-3 3-6 6-4,3,QF,110,10,6,74,40,35,16,14,0,2,0,2,83,53,40,11,14,4,7,Querrey,Massu
164,2010-717,Houston,Clay,28,A,20100405,24,104639,,,Wayne Odesnik,L,180,USA,24.36960986,103,524,103598,,,Xavier Malisse,R,185,BEL,29.71115674,89,572,6-4 6-1,3,QF,82,5,2,69,42,28,16,9,11,12,4,2,52,31,19,9,8,4,8,Odesnik,Malisse
165,2010-717,Houston,Clay,28,A,20100405,25,103428,,,Juan Ignacio Chela,R,190,ARG,30.5982204,82,609,104547,6,,Horacio Zeballos,L,188,ARG,24.93908282,54,801,7-5 6-2,3,SF,91,0,1,73,53,30,13,10,6,9,2,3,59,42,24,6,10,2,8,Ignacio Chela,Zeballos
166,2010-717,Houston,Clay,28,A,20100405,26,105023,3,,Sam Querrey,R,198,USA,22.49418207,25,1610,104639,,,Wayne Odesnik,L,180,USA,24.36960986,103,524,7-6(3) 1-6 7-5,3,SF,168,12,7,88,55,42,15,15,2,6,7,3,103,62,44,22,16,4,7,Querrey,Odesnik
167,2010-717,Houston,Clay,28,A,20100405,27,103428,,,Juan Ignacio Chela,R,190,ARG,30.5982204,82,609,105023,3,,Sam Querrey,R,198,USA,22.49418207,25,1610,5-7 6-4 6-3,3,F,145,2,1,115,91,60,10,16,4,7,11,3,101,58,39,20,15,9,13,Ignacio Chela,Querrey
168,2010-540,Wimbledon,Grass,128,G,20100621,1,103819,1,,Roger Federer,R,185,SUI,28.8678987,2,8525,104268,,,Alejandro Falla,L,185,COL,26.60095825,60,767,5-7 4-6 6-4 7-6(1) 6-0,5,R128,198,21,7,151,89,70,34,25,7,10,8,2,177,107,72,35,25,9,14,Federer,Falla
169,2010-540,Wimbledon,Grass,128,G,20100621,2,104592,,Q,Ilija Bozoljac,R,193,SRB,24.8843258,152,328,103454,,,Nicolas Massu,R,183,CHI,30.69678303,99,536,7-6(3) 3-6 6-3 7-6(7),5,R128,180,27,2,122,81,68,21,21,2,4,8,6,178,114,77,33,21,11,13,Bozoljac,Massu
170,2010-540,Wimbledon,Grass,128,G,20100621,3,103096,,,Arnaud Clement,R,173,FRA,32.50924025,86,620,104386,,,Janko Tipsarevic,R,180,SRB,25.99589322,45,965,6-3 3-6 6-4 7-5,5,R128,164,9,4,113,67,56,26,20,3,4,18,5,125,75,53,26,20,5,8,Clement,Tipsarevic
171,2010-540,Wimbledon,Grass,128,G,20100621,4,103429,,,Peter Luczak,R,183,AUS,30.80629706,83,626,103990,30,,Tommy Robredo,R,180,ESP,28.13963039,36,1155,2-6 7-6(3) 6-2 7-5,5,R128,142,13,0,108,77,62,19,20,1,3,14,2,113,73,54,18,20,0,3,Luczak,Robredo
172,2010-540,Wimbledon,Grass,128,G,20100621,5,103852,22,,Feliciano Lopez,L,188,ESP,28.75017112,30,1455,105028,,LL,Jesse Levine,L,175,CAN,22.68309377,115,439,7-6(2) 3-6 6-2 6-3,5,R128,174,19,4,126,67,52,32,19,9,12,6,4,134,77,46,33,19,12,17,Lopez,Levine
